epoch,train_loss,val_loss,train_acc,val_acc
1,0.4310594048391208,0.43462154717571966,0.7939124920735574,0.8200589970501475
2,0.24885276324702127,0.34817641516350717,0.9004438807863031,0.8495575221238938
3,0.14885114987434545,0.37454838334283297,0.9461001902346227,0.8938053097345132
4,0.0893549151811926,0.35319104606071405,0.9720989220038047,0.8997050147492626
5,0.09177310363204705,0.3828997286723427,0.9714648065948003,0.911504424778761
6,0.06143283534065106,0.3712447233783812,0.9866835764109068,0.9085545722713865
7,0.06074817696929961,0.3544236064660514,0.9778059606848446,0.9056047197640118
