epoch,train_loss,val_loss,train_acc,val_acc
1,0.17860874738461546,0.31306245316446357,0.9251743817374762,0.8643067846607669
2,0.05061958032408015,0.42120476757178965,0.9822447685478757,0.8731563421828908
3,0.039543505349966,0.3965219884319643,0.989854153455929,0.8790560471976401
4,0.040022157990127406,0.4976157749121168,0.9854153455928979,0.8171091445427728
