epoch,train_loss,val_loss,train_acc,val_acc
1,0.38779051910870876,0.35020659147462313,0.8186429930247305,0.8967551622418879
2,0.2161477966896703,0.2853868372496602,0.9289790741915028,0.9056047197640118
3,0.11404466111220056,0.28967134072101924,0.9727330374128091,0.9233038348082596
4,0.0992723798441902,0.28732012462826956,0.974001268230818,0.9174041297935103
5,0.056125737211714835,0.341757073954495,0.9892200380469245,0.8613569321533924
6,0.052286260571748906,0.32444657038095076,0.9892200380469245,0.9262536873156342
7,0.03946578719983316,0.3325608963459994,0.9917564996829423,0.9233038348082596
